"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Mississippi","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Mississippi","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Mississippi","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","45814"
"Annual Survey of School System Finance","Mississippi","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","46290"
"Annual Survey of School System Finance","Mississippi","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","53303"
"Annual Survey of School System Finance","Mississippi","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","55533"
"Annual Survey of School System Finance","Mississippi","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","57422"
"Annual Survey of School System Finance","Mississippi","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","62477"
"Annual Survey of School System Finance","Mississippi","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","80065"
"Annual Survey of School System Finance","Mississippi","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","4831"
"Annual Survey of School System Finance","Mississippi","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","5379"
"Annual Survey of School System Finance","Mississippi","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","5622"
"Annual Survey of School System Finance","Mississippi","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","5785"
